"qid","annotator","n_words","question_bn","paraphrase","pii_removed","notes"
"prot_0017_02","Sifat","14","আমি ও আমার ছোট ভাই কীভাবে, কোন প্রক্রিয়ায় আইনগতভাবে বাবার সম্পদের ওয়ারিশ হতে পারি?","আমি আর আমার ছোট ভাই কোন নিয়মে, কী প্রক্রিয়ায় আইন মেনে বাবার সম্পত্তির ওয়ারিশ হতে পারি?","no","Short follow-up question from a multi-part letter."
"prot_0018_02","Sifat","9","আমাদের ছেলেরা কি তার নানার সম্পত্তির কোনো অংশ পাবে?","আমাদের ছেলেরা কি ওদের নানার সম্পত্তি থেকে কোনো ভাগ পাবে?","no","Short follow-up question from a multi-part letter."
"prot_0021_02","Sifat","69","আপনার স্বামী তালাকের নির্দিষ্ট নিয়ম অনুযায়ী তাঁর দ্বিতীয় স্ত্রীকে তালাক দিতে পারেন। তবে আইন অনুযায়ী দ্বিতীয় স্ত্রী দেনমোহর ও নির্দিষ্ট সময়ের ভরণপোষণ পাবেন। আমাদের মা-বাবা জীবিত নেই। আমিই তাঁদের একমাত্র ছেলেসন্তান। আমার চার বোন আছেন, সবাই বিবাহিত। আমাদের সম্পত্তির পরিমাণ পৌনে দুই কাঠা (১ দশমিক ৭৫ কাঠা)। ইসলাম ধর্ম আইনে কীভাবে এই সম্পত্তি বণ্টন করার বিধান রয়েছে? ইসলামধর্মের আইনমতে, উত্তরাধিকারেরা নিজেরা আপস-মীমাংসা করলেও বোনেরা তা মানতে নারাজ, করণীয় কী?","আপনার স্বামী নিয়ম মেনে তালাকের প্রক্রিয়া অনুসরণ করে দ্বিতীয় স্ত্রীকে তালাক দিতে পারেন। তবে আইন অনুযায়ী দ্বিতীয় স্ত্রী দেনমোহর আর নির্দিষ্ট সময় পর্যন্ত ভরণপোষণ পাবেন। আমাদের বাবা-মা কেউ বেঁচে নেই। তাঁদের একমাত্র ছেলে আমি, আমার চার বোন আছেন, সবার বিয়ে হয়ে গেছে। আমাদের সম্পত্তি বলতে পৌনে দুই কাঠা (১ দশমিক ৭৫ কাঠা) জমি। ইসলামি আইনে এই সম্পত্তি কীভাবে ভাগ হওয়ার কথা? ওয়ারিশরা নিজেরা আপসে একটা ভাগাভাগি ঠিক করলেও বোনেরা সেটা মানতে চাইছেন না—এখন কী করব?","no","Starts with the columnist's reply to an earlier question; the new question begins at 'আমাদের বাবা-মা কেউ বেঁচে নেই'."
"prot_0025_05","Sifat","12","মাকেও সন্তানের সান্নিধ্য থেকে বঞ্চিত করতে চাই না, এ ক্ষেত্রে কী করণীয়?","বাচ্চাকে কাছে পাওয়া থেকে মাকেও বঞ্চিত করতে চাই না—এ অবস্থায় কী করা উচিত?","no","Short follow-up fragment; context in an earlier part of the letter."
"prot_0026_04","Sifat","63","১৫-১৬ বছর ধরে আমার ভাই মানসিক রোগে আক্রান্ত। সে ছয় বছর ধরে পাবনা মানসিক হাসপাতালে চিকিৎসা নিচ্ছে। সে বিবাহিত এবং তার একটি ১২ বছর বয়সী মেয়েও আছে। কিন্তু সাত বছর ধরে স্ত্রীর সঙ্গে তার কোনো দাম্পত্য সম্পর্ক নেই। আবার তাদের তালাকও হয়নি। আমি জানতে চাই, তারা কি এখনো বিবাহিত দম্পতি হিসেবে বিবেচিত হবে? তাদের বিয়েটা কি বৈধ আছে? নাম ও ঠিকানা প্রকাশে অনিচ্ছুক","১৫-১৬ বছর ধরে আমার ভাই মানসিক রোগে ভুগছে। ছয় বছর ধরে একটা সরকারি মানসিক হাসপাতালে তার চিকিৎসা চলছে। সে বিবাহিত, ১২ বছরের একটা মেয়েও আছে। কিন্তু সাত বছর ধরে বউয়ের সঙ্গে তার কোনো দাম্পত্য সম্পর্ক নেই, আবার তালাকও হয়নি। আমি জানতে চাই, ওরা কি এখনো স্বামী-স্ত্রী হিসেবে গণ্য হবে? ওদের বিয়েটা কি এখনো বৈধ আছে?","yes","Generalised the named hospital; dropped the 'name and address withheld' sign-off."
"prot_0030_01","Sifat","105","আমার বয়স পঁয়তাল্লিশ বছর। বিয়ের বয়স ২৭ বছর। বিয়ের পর থেকেই স্বামীর নানা রকম অত্যাচার সহ্য করে আসছি। কখনো মুখ খুলিনি সংসার ভাঙার ভয়ে। গত বছর অক্টোবর মাসে সে আমাকে মেরে বাড়ি থেকে তাড়িয়ে দেয়। আমি আমার বাবার সংসারে ফিরে আসি। এরপর এক বছরেরও বেশি সময় পার হয়ে গেছে আমার কোনো খোঁজখবর নেয়নি এবং ভরণপোষণ দেয়নি। ইতিমধ্যে শুনতে পাই সে নাকি আমাকে আদালতে তালাক দিয়েছে এবং টাকাপয়সা আদালতে জমা দিয়েছে। কিন্তু আমার হাতে কোনো কাগজপত্র আসেনি। সে অন্যত্র বিয়েও করেছে। এ মুহূর্তে আমি কী করব? আমার অজান্তে কি কোর্ট আমার টাকাপয়সা জমা রাখতে পারেন? কাবিননামা গায়েব করেছে সে। কাবিননামা ছাড়া কি আদালতে মামলা করতে পারব","আমার বয়স পঁয়তাল্লিশ, বিয়ে হয়েছে ২৭ বছর আগে। বিয়ের পর থেকেই স্বামীর নানা রকম অত্যাচার মুখ বুজে সয়ে এসেছি, সংসার ভেঙে যাবে এই ভয়ে কখনো কিছু বলিনি। গত বছরের অক্টোবরে সে আমাকে মারধর করে বাড়ি থেকে বের করে দেয়। আমি বাবার সংসারে ফিরে আসি। এরপর এক বছরের বেশি সময় কেটে গেছে, সে আমার কোনো খোঁজ নেয়নি, খরচও দেয়নি। এর মধ্যে শুনছি, সে নাকি আদালতে আমাকে তালাক দিয়েছে আর টাকাপয়সা আদালতে জমা রেখেছে। কিন্তু আমার হাতে কোনো কাগজ আসেনি। সে অন্য জায়গায় বিয়েও করেছে। এখন আমি কী করব? আমাকে না জানিয়ে কি আদালত আমার টাকাপয়সা জমা রাখতে পারে? কাবিননামাটাও সে গায়েব করে দিয়েছে। কাবিননামা ছাড়া কি আদালতে মামলা করতে পারব?","no",""
"prot_0032_01","Sifat","37","এ কথা বলে শারীরিক সম্পর্ক চালিয়ে যায়। কিন্তু এখন বিয়ে করতে অস্বীকৃতি জানাচ্ছে। গ্রামে তার মাকে বলেছে মেয়ে দেখতে। আমি ওকে ছাড়া বাঁচতে পারব না। আমি হিন্দু হয়ে মুসলিম ছেলের বিরুদ্ধে কি আইনি কোনো ব্যবস্থা নিতে পারব?","এসব বলে সে শারীরিক সম্পর্ক চালিয়ে গেছে। কিন্তু এখন বিয়ে করতে রাজি হচ্ছে না। গ্রামে ওর মাকে বলেছে পাত্রী খুঁজতে। ওকে ছাড়া আমি বাঁচব না। আমি হিন্দু, একজন মুসলমান ছেলের বিরুদ্ধে কি আমি কোনো আইনি ব্যবস্থা নিতে পারব?","no","Text starts mid-story; the earlier part of the letter is not included."
"prot_0035_01","Sifat","47","আমি একজন গৃহিণী এবং তিন সন্তানের মা। আমার স্বামী আমাকে না জানিয়ে ঢাকায় বিয়ে করেছেন। এখন আমাদের ভরণপোষণ দেওয়া বন্ধ করে দিয়েছেন। আমি গ্রামের চেয়ারম্যানকে বিষয়টি জানালে তিনি আমাদের স্বামী-স্ত্রীর সই একটি সাদা স্ট্যাম্পে রেখে তিন মাস পর সিদ্ধান্ত নেবেন বলে জানিয়েছেন। এখন আমার কী করা উচিত?","আমি গৃহিণী, তিন ছেলেমেয়ের মা। আমাকে কিছু না জানিয়ে আমার স্বামী ঢাকায় আরেকটা বিয়ে করেছেন। এখন আমাদের খরচ দেওয়াও বন্ধ করে দিয়েছেন। গ্রামের চেয়ারম্যানকে ব্যাপারটা জানালে তিনি আমাদের স্বামী-স্ত্রী দুজনের সই একটা সাদা স্ট্যাম্পে নিয়ে রেখেছেন, বলেছেন তিন মাস পর সিদ্ধান্ত দেবেন। এখন আমার কী করা উচিত?","no",""
"prot_0036_05","Sifat","62","আমি চার বছর ধরে এক মেয়েকে ভালোবাসি। সেও আমাকে ভালোবাসে। একপর্যায়ে আমার পরিবার মেয়ের বাসায় বিয়ের প্রস্তাব নিয়ে যায়। কিন্তু তার পরিবার রাজি হয়নি। এখন আমরা বিয়ে করতে চাই। কিন্তু মেয়েটির বয়স ১৮ বছর হয়নি। জন্মনিবন্ধন অনুযায়ী তার বয়স ১৭ বছর আট মাস। আমি কি তার ১৮ বছর বয়স হলে বিয়ে করতে পারব। পরে মেয়েটির পরিবার আমাদের কোনো ক্ষতি করতে পারবে কি?রহমতদিনাজপুর","চার বছর ধরে একটা মেয়েকে ভালোবাসি, সেও আমাকে ভালোবাসে। একসময় আমার বাড়ির লোকজন মেয়ের বাসায় বিয়ের প্রস্তাব নিয়ে যায়, কিন্তু ওর পরিবার রাজি হয়নি। এখন আমরা নিজেরা বিয়ে করতে চাই। সমস্যা হলো, মেয়েটির বয়স এখনো ১৮ হয়নি; জন্মনিবন্ধন অনুযায়ী ওর বয়স ১৭ বছর আট মাস। ওর বয়স ১৮ হলে কি আমি ওকে বিয়ে করতে পারব? পরে মেয়ের পরিবার কি আমাদের কোনো ক্ষতি করতে পারবে?","yes","Removed signature (name, district)."
"prot_0037_02","Sifat","11","আর আমার মা জমিটা না দিলে নানি কি তা নিতে পারবেন?","আর মা যদি জমিটা ফেরত না দেন, তাহলে কি নানি সেটা নিয়ে নিতে পারবেন?","no","Short follow-up fragment; context in an earlier part of the letter."
"prot_0038_02","Sifat","69","আমার খালার দুই মেয়ে ও এক ছেলে। সাত বছর আগে খালু আমার খালার অনুমতি ছাড়াই দ্বিতীয় বিয়ে করেন। বিষয়টি সালিসের মাধ্যমে সমাধানের চেষ্টা করা হয়েছিল; কিন্তু খালুর অপকৌশলের কারণে হয়নি। পরে এটি আদালত পর্যন্ত গড়ায়। সেখানেও মামলাটি শিথিল হয়ে যায়। এখন খালু খালাকে ভরণপোষণ দিচ্ছেন না। তিনি তাঁর দ্বিতীয় স্ত্রীর সঙ্গে থাকছেন। আইনি জটিলতা ছাড়া (মামলা-মোকদ্দমা) এ ধরনের লোকদের শাস্তি এবং ভরণপোষণ দিতে বাধ্য করার জন্য কী করা যায়?","আমার খালার দুই মেয়ে আর এক ছেলে। সাত বছর আগে খালু খালার অনুমতি না নিয়েই আরেকটা বিয়ে করেন। সালিস বসিয়ে ব্যাপারটা মেটানোর চেষ্টা হয়েছিল, কিন্তু খালুর চালাকির কারণে তা হয়নি। পরে বিষয়টা আদালত পর্যন্ত যায়, সেখানেও মামলাটা ঢিলেঢালা হয়ে পড়ে। এখন খালু খালাকে কোনো খরচ দিচ্ছেন না, দ্বিতীয় বউকে নিয়ে থাকছেন। মামলা-মোকদ্দমার ঝামেলায় না গিয়ে এমন লোকদের শাস্তি দেওয়া আর খরচ দিতে বাধ্য করার জন্য কী করা যায়?","no",""
"prot_0039_03","Sifat","102","আমার বড় ভাই প্রথম স্ত্রী মারা যাওয়ার পর আবার বিয়ে করেন। যাঁকে বিয়ে করেন, তিনি তালাকপ্রাপ্তা ছিলেন। সেই সময় তাঁর গর্ভে তিন মাসের সন্তান ছিল। বিয়ের সময় তিনি এসব গোপন করেছিলেন। বিয়ের কিছুদিন পর আমার ভাই জানতে পারেন এসব কথা। তখন ভাবিকে তালাক দিতে চাইলে তিনি আমাদের নামে যৌতুক ও নারী নির্যাতন মামলা করেন। বিয়ের সাত মাস পর তিনি একটি পুত্রসন্তান প্রসব করেন। এখন মামলা চলাকালীন সময়ে তাঁকে তালাক দিলে আমাদের কোনো রকম অসুবিধা হবে কি? দেনমোহরের পুরো এক লাখ টাকা দিতে হবে কি? নাম প্রকাশে অনিচ্ছুক @ মামলা চলাকালে তালাক প্রদানে আইনগত কোনো বাধা নেই। তবে দেনমোহরের পুরো অর্থ মহিলার প্রাপ্য","আমার বড় ভাইয়ের প্রথম স্ত্রী মারা যাওয়ার পর তিনি আবার বিয়ে করেন। যাঁকে বিয়ে করেন, তাঁর আগে তালাক হয়েছিল, আর তখন তিনি তিন মাসের অন্তঃসত্ত্বা ছিলেন। বিয়ের সময় এসব কথা তিনি লুকিয়েছিলেন। বিয়ের কিছুদিন পর ভাই সব জানতে পারেন। তখন ভাই ভাবিকে তালাক দিতে চাইলে ভাবি আমাদের নামে যৌতুক আর নারী নির্যাতনের মামলা করে দেন। বিয়ের সাত মাসের মাথায় তিনি একটি ছেলের জন্ম দেন। এখন মামলা চলার মধ্যে তাঁকে তালাক দিলে কি আমাদের কোনো সমস্যা হবে? দেনমোহরের পুরো এক লাখ টাকাই কি দিতে হবে? উত্তর: মামলা চলার সময় তালাক দিতে আইনে কোনো বাধা নেই। তবে দেনমোহরের পুরো টাকাটাই মহিলার পাওনা।","no","The columnist's short reply is glued after the question; kept it after 'উত্তর:' so it can be cut. Dropped the 'name withheld' sign-off."
"prot_0042_01","Sifat","170","আমি ২০০৭ সালে বিয়ে করি, তখন আমার স্ত্রী ছিল অপ্রাপ্তবয়স্ক। এ জন্য আমার এক পরিচিত উকিলের পরামর্শ নিই। তিনি আমাকে জানান, এখন বিয়ে করলে বাল্যবিবাহ হবে, এটা শাস্তিযোগ্য অপরাধ। তবে বিয়ে নিবন্ধন হলে তা বাতিল হবে না।যেহেতু বাতিল হবে না, তাই আমরা বিয়ে করি। এর পর থেকে আমরা গোপনে দাম্পত্য জীবনযাপন করতে থাকি। বছর দুয়েক পর বিষয়টি জানাজানি হয় এবং আমার স্ত্রীকে তার অভিভাবকেরা তালাক দেওয়ার জন্য শারীরিক ও মানসিক নির্যাতন শুরু করে। ২০০৯ সালে সে আমাকে একটি তালাকের নোটিশ পাঠায় ও আমার সঙ্গে যোগাযোগ বন্ধ করে দেয়। আমি তালাকের নোটিশ নিয়ে আমার পরিচিত সেই উকিলের কাছে গেলে তিনি আমাকে বলেন, ‘কাবিনের ১৮ নম্বর কলামের শর্ত অনুযায়ী আপনার স্ত্রীকে তালাকের ক্ষমতা প্রদান করা হয়নি। তাই আমি যদি রাজি না থাকি, তাহলে তালাক কার্যকর করা যাবে না। এ ক্ষেত্রে আপনার স্ত্রীকে তালাকের জন্য আদালতে মামলা করতে হবে।’আমার প্রশ্ন, আদৌ তালাক হয়েছে কি না? ভবিষ্যতে তার আমাকে স্বামী হিসেবে দাবি করার আইনি অধিকার আছে কি না? যেহেতু তার সঙ্গে সম্পর্ক নেই, তাই আমি এখনই আবার বিয়ে করতে পারি কি না?নাম প্রকাশে অনিচ্ছুক","২০০৭ সালে আমি বিয়ে করি, তখন আমার বউ ছিল নাবালিকা। তাই চেনা এক উকিলের পরামর্শ নিয়েছিলাম। তিনি বলেছিলেন, এখন বিয়ে করলে সেটা বাল্যবিবাহ হবে, যা শাস্তিযোগ্য অপরাধ; তবে বিয়ে নিবন্ধন হয়ে গেলে সেটা বাতিল হবে না। বাতিল হবে না জেনে আমরা বিয়ে করে ফেলি। তারপর থেকে লুকিয়ে স্বামী-স্ত্রী হিসেবে সংসার করতে থাকি। বছর দুয়েক পর ব্যাপারটা জানাজানি হয়ে যায়, আর আমাকে তালাক দেওয়ানোর জন্য ওর অভিভাবকেরা ওর ওপর শারীরিক ও মানসিক নির্যাতন শুরু করে। ২০০৯ সালে সে আমাকে একটা তালাকের নোটিশ পাঠায় আর আমার সঙ্গে যোগাযোগ বন্ধ করে দেয়। নোটিশটা নিয়ে সেই চেনা উকিলের কাছে গেলে তিনি বলেন, ‘কাবিনের ১৮ নম্বর কলামের শর্তে আপনার স্ত্রীকে তালাক দেওয়ার ক্ষমতা দেওয়া হয়নি। তাই আপনি রাজি না থাকলে এই তালাক কার্যকর হবে না; তালাক চাইলে আপনার স্ত্রীকে আদালতে মামলা করতে হবে।’ আমার প্রশ্ন, আসলে কি তালাক হয়েছে? ভবিষ্যতে সে কি আমাকে স্বামী হিসেবে দাবি করার আইনগত অধিকার রাখে? ওর সঙ্গে যেহেতু এখন কোনো সম্পর্ক নেই, আমি কি এখনই আবার বিয়ে করতে পারি?","no","Dropped the 'name withheld' sign-off."
"prot_0044_01","Sifat","88","আমার শ্বশুরের তিন মেয়ে। কোনো ছেলে নেই। তিনি পালক হিসেবে একটি ছেলে নেন। এখন ছেলেটি একটি চাকরি করেন, স্ত্রী-সন্তান নিয়ে আলাদা থাকেন। তিনি আমার শ্বশুর-শাশুড়ির দেখাশোনা করেন না। কয়েক বছর আগে আমার শ্বশুর তাঁর নামে কিছু জমি দলিল করে দিয়েছেন। কিন্তু দলিলে তাঁর পিতার নামের জায়গায় আমার শ্বশুরের নাম দেওয়া হয়েছে। কিন্তু আমার শ্বশুর তো তাঁর জন্মদাতা পিতা নন। তাহলে সেই দলিল বৈধ হয়েছে কি না, যদি হয়ে থাকে তাহলে তা কীভাবে প্রত্যাহার করা যায়? আমার শ্বশুর সিদ্ধান্ত নিয়েছেন সেই জমি ফেরত আনার জন্য। মো. নাসির উদ্দিন আহমেদ","আমার শ্বশুরের তিন মেয়ে, কোনো ছেলে নেই। তিনি একটা ছেলেকে পালক হিসেবে নিয়েছিলেন। ছেলেটি এখন চাকরি করেন, বউ-বাচ্চা নিয়ে আলাদা থাকেন, আমার শ্বশুর-শাশুড়ির কোনো দেখাশোনা করেন না। কয়েক বছর আগে শ্বশুর ওনার নামে কিছু জমি দলিল করে দিয়েছিলেন। দলিলে ওনার বাবার নামের জায়গায় আমার শ্বশুরের নাম লেখা হয়েছে, অথচ শ্বশুর তো ওনার জন্মদাতা বাবা নন। তাহলে সেই দলিল কি বৈধ হয়েছে? বৈধ হয়ে থাকলে সেটা ফিরিয়ে নেওয়া যায় কীভাবে? শ্বশুর ঠিক করেছেন, জমিটা তিনি ফেরত নেবেন।","yes","Removed signature (name)."
"prot_0046_03","Sifat","74","২০০৬ সালে প্রেম করে একটা ছেলের সঙ্গে কোর্টে গিয়ে আমাদের বিয়ে হয়। ২০০৭ সালে ও আমাদের বাড়ি থেকে চলে যায়। গিয়ে আমার অজান্তে আবার বিয়ে করে। সেখানে ওর একটি ছেলে হয়। এ পর্যন্ত আমার কোনো খোঁজখবর নেয়নি। আমার জন্য আমার মা-বাবা বিয়ে ঠিক করেছেন। কিন্তু ওই ছেলের সঙ্গে আমার এখনো ছাড়াছাড়ি হয়নি। আমি এখন কী করব? মা-বাবার পছন্দের ছেলেকে বিয়ে করতে পারব, না ওকে ডিভোর্স দিয়ে করতে হবে। এ ব্যাপারে পরামর্শ চাই। আঁখি আক্তারনারায়ণগঞ্জ","২০০৬ সালে প্রেম করে একটা ছেলের সঙ্গে আদালতে গিয়ে বিয়ে করি। ২০০৭ সালে সে আমাদের বাড়ি ছেড়ে চলে যায়, আর গিয়ে আমাকে না জানিয়ে আবার বিয়ে করে। সেই ঘরে ওর একটা ছেলেও হয়েছে। এত দিনে সে আমার কোনো খোঁজই নেয়নি। এখন মা-বাবা আমার বিয়ে ঠিক করেছেন। কিন্তু ওই ছেলের সঙ্গে আমার এখনো ছাড়াছাড়ি হয়নি। আমি এখন কী করব? মা-বাবার পছন্দের ছেলেকে কি এমনিই বিয়ে করতে পারব, নাকি আগে ওকে ডিভোর্স দিয়ে তারপর করতে হবে? এ ব্যাপারে পরামর্শ চাই।","yes","Removed signature (name, district)."
"prot_0048_01","Sifat","98","আমি বিদেশে চাকরি করছি। দেশের বাইরে থাকাকালীন আমার মা-বাবা বাংলাদেশে আমার জন্য মেয়ে দেখেন এবং মোবাইল ফোনের মাধ্যমে আমাদের আকদ হয়। এর কিছুদিন পরে মেয়ে জানায় সে আমার সঙ্গে সংসার করবে না। তখনো আমি বিদেশে। এরপর আমি বাংলাদেশে এসে মেয়ের সঙ্গে যোগাযোগ করি এবং মেয়েকে বোঝানোর চেষ্টা করি। কিন্তু সে সংসার করতে রাজি নয়। সে আমাকে তালাক দেবে। কিন্তু তাকে ঘরে তুলে নিয়ে যাওয়া হয়নি এবং তার সঙ্গে আমার শারীরিক সম্পর্কও হয়নি। কাবিনের কাগজে আমি কোনো সইও করিনি। এ ক্ষেত্রে মেয়ে যদি আমাকে তালাক দেয়, তাহলে আমাকে কি মোহরানা দিতে হবে? এবং আমাদের আকদ হয়েছে কি?মো. নূর ইসলামচট্টগ্রাম","আমি বিদেশে চাকরি করি। আমি দেশের বাইরে থাকার সময় মা-বাবা বাংলাদেশে আমার জন্য মেয়ে দেখেন, আর মোবাইল ফোনেই আমাদের আকদ হয়ে যায়। কিছুদিন পর মেয়েটি জানায়, সে আমার সঙ্গে সংসার করবে না। তখনো আমি বিদেশে। পরে দেশে এসে মেয়েটির সঙ্গে যোগাযোগ করে ওকে বোঝানোর চেষ্টা করি, কিন্তু সে সংসার করতে রাজি না, আমাকে তালাক দেবে বলছে। অথচ ওকে এখনো ঘরে তুলে আনা হয়নি, ওর সঙ্গে আমার শারীরিক সম্পর্কও হয়নি। কাবিনের কাগজে আমি কোনো সইও দিইনি। এমন অবস্থায় মেয়েটি আমাকে তালাক দিলে কি আমাকে মোহরানা দিতে হবে? আর আমাদের আকদটা কি আসলে হয়েছে?","yes","Removed signature (name, district)."
"prot_0049_03","Sifat","93","আমি একজন ব্যবসায়ী। ২০০২ সালে আমার চাচাতো বোনকে বিয়ে করি। আমাদের প্রায় আট বছর বয়সী একটি ছেলে আছে। আজ থেকে প্রায় চার মাস আগে স্ত্রী আমার সঙ্গে ঝগড়া করে বাবার বাড়ি চলে যায়। আমি পরিবারের সবাইকে নিয়ে অনেকবার তাকে আনতে যাই। এতে কোনো লাভ হয়নি। সে আমাকে তালাক দেবে। এ জন্য উকিল নোটিশ পাঠিয়েছে। স্ত্রী আমাকে ফোন করে বলে, তালাকের পর নাকি ছেলেকে আমার কাছ থেকে নিয়ে যাবে। আমি জানতে চাই, আমার স্ত্রী তো ছেলেকে রেখে চলে গেল; তালাক হয়ে গেলে ছেলেকে কি ও পাবে, না আমি পাব? জানালে উপকৃত হব।নাম প্রকাশে অনিচ্ছুক","আমি ব্যবসা করি। ২০০২ সালে আমার চাচাতো বোনকে বিয়ে করি। আমাদের প্রায় আট বছরের একটা ছেলে আছে। মাস চারেক আগে স্ত্রী আমার সঙ্গে ঝগড়া করে বাবার বাড়ি চলে যায়। পরিবারের সবাইকে নিয়ে অনেকবার ওকে ফিরিয়ে আনতে গিয়েছি, কোনো লাভ হয়নি। সে আমাকে তালাক দেবে বলে উকিল নোটিশ পাঠিয়েছে। ফোন করে বলছে, তালাকের পর ছেলেকে নাকি আমার কাছ থেকে নিয়ে যাবে। আমি জানতে চাই, ছেলেকে তো ও রেখেই চলে গেছে; তালাক হয়ে গেলে ছেলে কার কাছে থাকবে—ওর কাছে, না আমার কাছে? জানালে উপকার হবে।","no","Dropped the 'name withheld' sign-off."
"prot_0051_01","Sifat","124","আমার বড় বোনের বিয়ের কয়েক বছর পর দুলাভাইয়ের সঙ্গে তাঁর নানা সমস্যা তৈরি হয়। শ্বশুরবাড়ির অত্যাচার সইতে না পেরে তিনি বাপের বাড়ি চলে আসেন। তখন সন্তানসম্ভবা। কয়েক দিন পর তাঁর একটি মেয়ে হয়। বোন খুবই অসুস্থ ছিলেন। ছয় দিন পর আমার বোন মারা যান। তাঁর শ্বশুরবাড়ির লোকেরা তাঁকে দেখতে বা তাঁর জানাজাতেও আসেনি। এখন দুলাভাই বলেন, এই সন্তান নাকি তাঁর না, এই সন্তান নাকি অবৈধ সন্তান, এই সন্তানের পরিচয় তাঁরা কোনো দিন দেবেন না। আমাদের সঙ্গে কোনো যোগাযোগ তাঁরা করেননি। বিভিন্ন লোকের কাছে বলে বেড়ান এসব কথা। আমাদের বদনাম করেন। আমার বোনের একটি ছেলে আছে ১৩ বছরের। মেয়েটির বয়স এখন ২০ মাস, এই ২০ মাসে তাঁদের কোনো লোকজন মেয়েটিকে দেখতেও আসেনি। তা হলে এই মেয়েটির বাবা কে? কোন পরিচয়ে সে বড় হবে।মো. আশরাফুল হক","বিয়ের কয়েক বছর পর থেকে দুলাভাইয়ের সঙ্গে আমার বড় বোনের নানা ঝামেলা শুরু হয়। শ্বশুরবাড়ির অত্যাচার সহ্য করতে না পেরে বোন বাপের বাড়ি চলে আসেন, তখন তিনি অন্তঃসত্ত্বা। কয়েক দিন পর তাঁর একটা মেয়ে হয়। বোনের শরীর খুব খারাপ ছিল, ছয় দিনের মাথায় তিনি মারা যান। শ্বশুরবাড়ির কেউ তাঁকে দেখতে আসেনি, জানাজাতেও আসেনি। এখন দুলাভাই বলছেন, এই বাচ্চা নাকি তাঁর না, এটা নাকি অবৈধ সন্তান, এর পরিচয় তাঁরা কোনো দিনও দেবেন না। আমাদের সঙ্গে ওঁরা কোনো যোগাযোগই করেননি, উল্টো নানা লোকের কাছে এসব কথা বলে আমাদের বদনাম করে বেড়াচ্ছেন। আমার বোনের ১৩ বছরের একটা ছেলেও আছে। মেয়েটির বয়স এখন ২০ মাস, এই ২০ মাসে ওদের বাড়ির কেউ বাচ্চাটাকে একবার দেখতেও আসেনি। তাহলে এই মেয়ের বাবা কে? কোন পরিচয়ে সে বড় হবে?","yes","Removed signature (name)."
"prot_0052_04","Sifat","46","আমি বাবা-মায়ের একমাত্র পুত্রসন্তান। আমার ছোট দুটি বোন আছে। ২০০৫ সালে আমি ধর্মান্তরিত হয়ে পরিবার থেকে আলাদা বসবাস করছি। পরিবারের কারও সঙ্গে যোগাযোগ নেই। কিছুদিন আগে আমার বাবা মারা গেছেন। শুনেছি, বাবার অবর্তমানে যে সম্পত্তি আছে, সেটা নাকি তাঁর ভাতিজারা পাবেন। এটা কতটুকু সত্যি?নাম প্রকাশে অনিচ্ছুকপাবনা","আমি বাবা-মায়ের একমাত্র ছেলে, আমার দুটি ছোট বোন আছে। ২০০৫ সালে ধর্ম বদলানোর পর থেকে পরিবার ছেড়ে আলাদা থাকি, বাড়ির কারও সঙ্গে যোগাযোগ নেই। কিছুদিন আগে বাবা মারা গেছেন। শুনছি, বাবার রেখে যাওয়া সম্পত্তি নাকি তাঁর ভাতিজারা পাবে। কথাটা কতখানি ঠিক?","yes","Removed district in the sign-off ('name withheld' + district)."
"prot_0053_04","Sifat","70","আমার স্বামী মারা গেছেন ১৯৯১ সালে। তখন তাঁর মা-বাবা জীবিত ছিলেন। এখন আমার স্বামীর মা-বাবা দুজনই মৃত। আমার স্বামী কিছু সম্পত্তি কিনে নিজ নামে নিবন্ধন করেছিলেন। তাঁর নামেই নামজারি আছে। মা-বাবা মারা যাওয়ার পর স্বামীর ভাইয়েরা তাঁর সম্পত্তির তিন ভাগের এক ভাগ দাবি করছেন।আমার স্বামীর ওয়ারিশ হিসেবে আমি এবং আমার দুই ছেলে ও দুই মেয়ে রয়েছে। এখন এই সম্পত্তি কি শুধু আমরা পাব? না তাঁর ভাইয়েরাও আংশিক পাবে?নাম প্রকাশে অনিচ্ছুক","আমার স্বামী মারা গেছেন ১৯৯১ সালে, তখন তাঁর বাবা-মা বেঁচে ছিলেন। এখন শ্বশুর-শাশুড়ি দুজনেই মারা গেছেন। আমার স্বামী নিজে কিছু সম্পত্তি কিনে নিজের নামে রেজিস্ট্রি করেছিলেন, নামজারিও তাঁর নামেই আছে। শ্বশুর-শাশুড়ি মারা যাওয়ার পর স্বামীর ভাইয়েরা সেই সম্পত্তির তিন ভাগের এক ভাগ দাবি করছেন। স্বামীর ওয়ারিশ বলতে আছি আমি, আমার দুই ছেলে আর দুই মেয়ে। এখন কি এই সম্পত্তি শুধু আমরাই পাব, নাকি তাঁর ভাইয়েরাও কিছু অংশ পাবেন?","no","Dropped the 'name withheld' sign-off."
