qid,annotator,n_words,question_bn,paraphrase,pii_removed,notes,merged_from
prot_0073_04,Iftiaq,75,"আমি স্নাতক (সম্মান) চতুর্থ বষের শিক্ষার্থী। আমরা তিন ভাই। আমার দুটি নাম। একটি ডাক নাম, অন্যটি সার্টিফিকেট বা জাতীয় পরিচয়পত্রের নাম। আমার বাবা যে জমি কিনেছেন, সেগুলো আমাদের তিন ভাইয়ের নামে রেজিস্ট্রেশন করেছেন এবং তাতে আমার দুটি নামই ব্যবহার করা হয়েছে। অর্থাৎ কোনো জমি রেজিস্ট্রেশনে ডাকনাম; আবার কোনোটিতে সার্টিফিকেটের নাম ব্যবহার করা হয়েছে। এতে কি আমার কোনো সমস্যা হবে? যদি নাম সংশোধন করতে হয়, তা কি আমার লেখাপড়া শেষে করা যাবে? নাকি এখনই করতে হবে?","আমি অনার্সের শেষ বর্ষে পড়ছি। আমরা তিন ভাই। আমার দুটি নাম প্রচলিত—একটি পারিবারিক ডাকনাম এবং অন্যটি একাডেমিক সনদ ও জাতীয় পরিচয়পত্রের নাম। বাবা জমি কেনার সময় আমাদের তিন ভাইয়ের নামে রেজিস্ট্রি করেছিলেন, কিন্তু কিছু দলিলে আমার ডাকনাম আর কিছু দলিলে অফিসিয়াল সার্টিফিকেটের নাম লেখা হয়েছে। ভবিষ্যতে মালিকানা নিয়ে এতে কি কোনো জটিলতা হতে পারে? আর দলিলগুলোতে নাম সংশোধন করতে হলে তা কি এখনই এফিডেভিট করে ঠিক করতে হবে নাকি পড়াশোনা শেষ করেও করা যাবে?",no,,
prot_0075_03,Iftiaq,142,"আমার স্বামী আমাকে যৌতুকের দাবিতে প্রায়ই নির্যাতন করত। আমার বাবার আর্থিক অবস্থা মোটেও ভালো ছিল না। আমার স্বামী আমাকে একদিন মারাত্মকভাবে আহত করে। আমার বাবা আমাকে বাদী করে কোর্টে নারী ও শিশু নির্যাতন দমন আইনে মামলা করেন। আমার স্বামী এখন জেলহাজতে। সে নাকি এখন তার ভুল বুঝতে পেরেছে। আমাকে পরে আর নির্যাতন করবে না এবং আমাকে নিয়ে সংসার করতে আগ্রহী। তার পরিবারের লোকজনও আমাকে মানসিকভাবে আঘাত করবে না বলে কথা দিয়েছে। কিন্তু আমার নিরাপত্তা নিয়ে আমার মা-বাবা চিন্তিত। আমার উকিল বলেছেন, স্ট্যাম্পে তার ও তার পরিবারের সদস্যদের স্বাক্ষর নিয়ে শর্তারোপ করে মীমাংসা করতে হবে। ওই মীমাংসানামার মেয়াদ কত দিন থাকবে? মীমাংসানামাটি কি উকিল সাহেব নিজে ব্যক্তিগতভাবে করে দিতে চাচ্ছেন, নাকি আদালত থেকে? আমি আপসনামায় কী ধরনের শর্ত দিতে পারি? আমি কি কোর্ট থেকে মামলার নকলটি উঠিয়ে রাখব? থানায় একটি সাধারণ ডায়েরি করার প্রয়োজন আছে কি? ইত্যাদি বিস্তারিত জানালে উপকৃত হব।নাম প্রকাশে অনিচ্ছুকচুয়াডাঙ্গা",যৌতুকের দাবিতে স্বামী আমাকে প্রায়ই মারধর করত। একদিন মারাত্মকভাবে আহত করায় বাবা কোর্টে গিয়ে নারী ও শিশু নির্যাতন দমন ট্রাইব্যুনালে মামলা করেন এবং স্বামী বর্তমানে হাজতে রয়েছে। এখন সে ভুল স্বীকার করে আর নির্যাতন করবে না মর্মে সংসার করার প্রস্তাব দিচ্ছে এবং তার পরিবারও ভালো আচরণের প্রতিশ্রুতি দিচ্ছে। কিন্তু বাবা-মা আমার নিরাপত্তা নিয়ে শঙ্কিত। আমাদের আইনজীবী বলেছেন স্ট্যাম্পে শর্ত লিখে আপসনামা করে জামিন করাতে। এই আপসনামার আইনি গ্রহণযোগ্যতা ও মেয়াদ কতদিন থাকবে? এটি কি আদালত কর্তৃক অনুমোদিত হতে হবে? আপসে আমি নিজের নিরাপত্তার জন্য কী কী শর্ত যুক্ত করতে পারি? মামলার সার্টিফাইড কপি তুলে রাখা বা থানায় জিডি করার কি প্রয়োজন আছে?,yes,,
prot_0076_04,Iftiaq,152,"২০০৭ সালে হঠাৎ আমার বাড়িতে নানা সম্পর্কীয় এক আত্মীয় এলেন। তাঁর একটি মেয়ে ছিল, যাকে আমার খুবই পছন্দ হয়েছিল। তারপর আমার মেজো মামার জন্য বিয়ের প্রস্তাব দিই। মেয়ের পরিবার প্রস্তাব গ্রহণ করল এবং পর দিন মোবাইল ফোনে বিয়ে হবে বলে সিদ্ধান্ত নিল। মামা সৌদি আরবে অবস্থানরত। মামাকে মোবাইল ফোনে মেয়ে সম্পর্কে বিস্তারিত বললাম। মামা আমার ওপর ভার দিল, তোমার পছন্দ আমার পছন্দ। আমার কোনো আপত্তি নেই। একদিন পরই আমি বিয়ের আয়োজন করলাম। পারিবারিক অনুষ্ঠানের মাধ্যমে বিয়ে হলো। রেজিস্ট্রি খাতায় বর ব্যতীত সবার স্বাক্ষর হয়েছিল। দুই বছর পর মেয়েটির কিছু আচরণ আমাদের পরিবার মেনে নিতে পারছিল না। আমার পরিবারের সবাই মেয়েটির ওপর অসন্তুষ্ট হয়ে যায়। কিছুদিন পর মেয়েটি তালাকনামা পাঠিয়েছে। আমাদের কাছে কোনো সতর্কমূলক নোটিশ আসেনি। তালাকনামার নোটিশ পেশ করলাম। এটা কি মূল তালাকনামা, না ভুয়া নোটিশ? মামা দেশে আসার পর মেয়ে যাতে মামাকে স্বামীর দাবিদার না করতে পারে, সেটার জন্য কী করতে পারি? তালাকনামা নোটিশের মধ্যে কোনো রেজিস্ট্রি অফিসারের স্বাক্ষর নেই। আলমময়মনসিংহ","২০০৭ সালে নানার সম্পর্কের এক আত্মীয়ের মেয়েকে দেখে পছন্দ হলে বিদেশে (সৌদি আরব) থাকা আমার মেজো মামার জন্য বিয়ের সম্বন্ধ করি। মামার সম্মতিতে ফোনে কথা বলে পরদিনই বিয়ের আয়োজন করা হয় এবং নিকাহ রেজিস্ট্রারের বালাম বইয়ে বর ছাড়া উপস্থিত সবার স্বাক্ষর নেওয়া হয়। দুই বছর পর মেয়েটির চালচলন খারাপ হওয়ায় পারিবারিক অসন্তোষ তৈরি হয় এবং একপর্যায়ে মেয়েটি একটি তালাকনামার নোটিশ পাঠায়। তবে সেই নোটিশে কোনো নিকাহ রেজিস্ট্রারের স্বাক্ষর নেই এবং পূর্বে কোনো নোটিশও আসেনি। এই তালাকনামা কি আসলেই বৈধ নাকি ভুয়া? মামা দেশে ফেরার পর মেয়েটি যাতে নতুন করে দেনমোহর বা স্বামী দাবি করে মামলা করতে না পারে, সেজন্য আমাদের কী আইনগত পদক্ষেপ নেওয়া দরকার?",yes,,
prot_0078_01,Iftiaq,173,"একটি মেয়ের সঙ্গে আমার পরিচয় ২০০৬ সালে। সে একটি বিশ্ববিদ্যালয়ের ছাত্রী। দুজন দুজনকে প্রচণ্ড ভালোবাসতাম। ২০০৮ সালে আমরা ইসলামি শরিয়ত মতে কাবিন করে বিয়ে করি। আমিও চাকরির কারণে চট্টগ্রাম শহরে বাসা নিয়ে থাকতাম। তাই বিয়ের পর আমরা দুজন স্বামী-স্ত্রী হিসেবে প্রায়ই একসঙ্গে ছিলাম। বিয়ের বিষয়টি আমার পরিবার ও বন্ধু মহল জানলেও মেয়েটি তার পরিবারকে কিছুই জানায়নি। আমি বরাবরই বিয়ের বিষয়টি আনুষ্ঠানিকভাবে তার পরিবারকে জানাতে চাইলে সে বলত, আর কিছুদিন পর। এভাবে দেখতে দেখতে ২০১০ সালের শুরুতে সে অন্তঃসত্ত্বা হয়ে পড়ে। বিষয়টি তার মা জানতে পারেন। এরপর আমিও তার পরিবারের কাছে আমাদের সম্পর্ক ও বিয়ের বিষয়টি জানাই। মেয়েটি পরিবারের চাপে আমার সঙ্গে যোগাযাগ একটু কমিয়ে দেয়। পরে আমি জানতে পারি, তার গর্ভপাত করানো হয়েছে।কয়েক দিন পর ওরা বাসা পরিবর্তন করে ফেলে। আমি অনেক চেষ্টা করেও তার সঙ্গে যোগাযোগ করতে পারছিলাম না। তার পরিবার তাকে এক প্রবাসী ছেলের সঙ্গে বিয়ে দেয়। এ অবস্থায় আমি আইনানুগ কী ব্যবস্থা নিতে পারি? মেয়েটির দ্বিতীয় বিয়ে কি শরিয়ত ও আইনগতভাবে বৈধ হয়েছে? উল্লেখ্য, আমাদের একসঙ্গে বিদেশে পড়তে যাওয়ার কথা ছিল। তার পাসপোর্টে স্বামী হিসেবে আমার নাম আছে।নাম প্রকাশে অনিচ্ছুক",২০০৬ সালে বিশ্ববিদ্যালয়ে পড়ুয়া একটি মেয়ের সাথে আমার পরিচয় ও গভীর ভালোবাসা গড়ে ওঠে। ২০০৮ সালে আমরা রেজিস্ট্রি কাবিনমূলে বিয়ে করি। চাকরির সুবাদে শহরে আমার আলাদা বাসা থাকায় বিয়ের পর আমরা প্রায়ই স্বামী-স্ত্রীর মতো একসাথে সময় কাটাতাম। আমার পরিবার ও বন্ধুরা জানলেও মেয়েটি তার পরিবারকে ভয়ে কিছু জানায়নি। ২০১০ সালের শুরুতে সে গর্ভবতী হয়ে পড়লে তার মা বিষয়টি জেনে যান এবং আমিও তাদের সবকিছু খুলে বলি। কিন্তু মেয়ের পরিবার চাপ সৃষ্টি করে যোগাযোগ বন্ধ করিয়ে দেয় এবং জোরপূর্বক গর্ভপাত করায়। এরপর তারা বাসা বদলে ফেলে এবং আমার সাথে সব যোগাযোগ বিচ্ছিন্ন করে এক প্রবাসী ছেলের সাথে মেয়েটির দ্বিতীয় বিয়ে দেয়। প্রথম স্বামী হিসেবে আমাকে ডিভোর্স না দিয়ে করা তার এই দ্বিতীয় বিয়ে কি আইন ও শরিয়তে বৈধ? তার পাসপোর্টে স্বামী হিসেবে আমার নাম রয়েছে; এমতাবস্থায় আমি স্ত্রীর বিরুদ্ধে কী আইনি পদক্ষেপ নিতে পারি?,no,,
prot_0078_05,Iftiaq,56,আমি স্নাতক (সম্মান) চতুর্থ বর্ষের ছাত্রী। আমার বাড়িতে সব সময় ঝগড়া-বিবাদ লেগেই থাকে। আমার বাবা আমার প্রতি রেগে গেলেই বকাঝকা ও মারধর করেন এবং সব খরচ বন্ধ করে দেন। বাবা একজন সামর্থ্যবান ব্যক্তি। আমি কি আইনত তার কাছ থেকে আমার প্রয়োজনীয় খরচ পাওয়ার অধিকারী? আমি কীভাবে তাঁর কাছ থেকে আমার খরচ আদায় করতে পারব?নাম-ঠিকানা প্রকাশে অনিচ্ছুক,আমি অনার্সের শেষ বর্ষের ছাত্রী। পারিবারিকভাবে আমাদের সংসারে সবসময় অশান্তি লেগেই থাকে। বাবা যখন-তখন রেগে গিয়ে আমার ওপর শারীরিক ও মানসিক অত্যাচার করেন এবং পড়াশোনাসহ সব ধরনের হাতখরচ বন্ধ করে দেন। অথচ বাবা আর্থিকভাবে অত্যন্ত সচ্ছল। প্রাপ্তবয়স্ক মেয়ে হিসেবে বাবার কাছ থেকে পড়াশোনা ও জীবনধারণের খরচ বা ভরণপোষণ পাওয়ার আইনগত অধিকার কি আমার আছে? আমি কীভাবে আইনানুগভাবে এই খরচ দাবি করতে পারি?,no,,
prot_0082_01,Iftiaq,152,"আমি একজন ছাত্র। বয়স ২৫ বছর। ছয় মাস আগে আমাদের প্রতিবেশী ২১ বছর বয়সী অবিবাহিত বাকপ্রতিবন্ধী একটি মেয়ে গর্ভপাত করে। মেয়েটির পরিবারের লোকজন পূর্বশত্রুতার জের ধরে আমার ওপর এর দায়ভার চাপানোর চেষ্টা চালায় এবং মেয়েটিকেও আমার কথা ইশারায় শিখিয়ে দেয়। এলাকায় তারা প্রভাবশালী বিধায় মেয়েটির সঙ্গে জোরপূর্বক আমার বিয়ে নিবন্ধন করানোর পাঁয়তারা করলে ভয়ে আমি নিরাপদ আশ্রয়ে চলে যাই। তারা আমাকে না পেয়ে আমার মা-বাবাকে বিভিন্ন ধরনের হুমকি দিয়ে মেয়েটির নামে আমার মায়ের নিজ নামের ১৫ শতাংশ জমি কেনা হিসেবে নিবন্ধন করিয়ে নেয়। পরিস্থিতি স্বাভাবিক হলে আমি চার মাস পরে বাড়িতে ফিরে আসি এবং দুই মাস হলো বাড়িতেই থাকছি। এই দুই মাসে তারা আমাকে বিভিন্ন ধরনের হুমকি দিয়ে আসছে। শুধু তা-ই নয়, এখন তারা আমার বিরুদ্ধে মামলার পাঁয়তারা করছে। মামলা করার জন্য যদিও তাদের কাছে ডাক্তারি পরীক্ষার কাগজপত্র নেই। তবু তারা বিভিন্ন মিথ্যা সাক্ষীর মাধ্যমে মামলা করবে বলে জানায়। এ অবস্থায় আমি কী করব? যদি মামলা করে, তবে সেটি কার্যকর হবে কি?","আমি ২৫ বছর বয়সী একজন ছাত্র। ছয় মাস পূর্বে আমাদের প্রতিবেশী ২১ বছর বয়সী এক বাকপ্রতিবন্ধী অবিবাহিত তরুণীর গর্ভপাত ঘটে। পূর্বশত্রুতার কারণে মেয়েটির প্রভাবশালী পরিবার চক্রান্ত করে এর দায়ভার আমার ওপর চাপায় এবং মেয়েটিকে দিয়ে আমার বিরুদ্ধে ইশারা করিয়ে নেয়। আমাকে জোর করে বিয়ের ফাঁদে ফেলার চেষ্টা করলে ভয়ে আমি এলাকা ছেড়ে আত্মগোপনে চলে যাই। আমাকে না পেয়ে তারা ভয়ভীতি দেখিয়ে আমার মায়ের নিজস্ব ১৫ শতক জমি মেয়েটির নামে জোরপূর্বক রেজিস্ট্রি করিয়ে নেয়। চার মাস পর বাড়ি ফিরে এসে গত দুই মাস ধরে আতঙ্কে দিন কাটাচ্ছি। এখন তারা ভুয়া সাক্ষী দাঁড় করিয়ে আমার বিরুদ্ধে মিথ্যা ধর্ষণ বা নারী নির্যাতনের মামলার পাঁয়তারা করছে, যদিও তাদের কাছে কোনো মেডিকেল প্রমাণ নেই। এই অন্যায় ও জোরপূর্বক লিখে নেওয়া জমির প্রতিকার এবং সম্ভাব্য মিথ্যা মামলা ঠেকাতে আমি কী আইনি ব্যবস্থা নিতে পারি?",no,,
prot_0083_01,Iftiaq,121,"পরিবারের প্রধান মা-বাবা চার ছেলে ও তিন মেয়ে রেখে মারা যান। পরবর্তী সময়ে বড় ছেলেও মারা যায়। মায়ের নামে ছয় কাঠা জমির ওপর একটি মার্কেট আছে। মা মারা যাওয়ার আগে ওই মার্কেট দুই ছেলের নামে লিখে দেন এওয়াজ বদল দলিলে। মায়ের নামে ছেলেরা যে এওয়াজ বদলে জমি দেয়, সেই জমি মা ছেলেমেয়েদের গৃহশিক্ষকের নামে আমমোক্তার করে দেন তাঁর অজান্তে। এই দলিল সম্পর্কে ওই শিক্ষক কিছুই জানতেন না এবং তিনি জমিটি দান, বিক্রি বা ভোগদখল কিছুই করেননি। ওই জমি ছেলেমেয়েদের দখলে আছে। মা মারা যাওয়ার পর আমমোক্তারনামা দলিল আইনত বাতিল হয়ে গেছে।ছোট মেয়ে তাদের পারিবারিক কলহের কারণে যে দুই ভাই মায়ের সঙ্গে এওয়াজ বদল দলিল করেছেন, সেই দুই ভাই এবং ওই গৃহশিক্ষকের বিরুদ্ধে মামলা করেছে। এ মামলায় শিক্ষকের কী করণীয়?নাম প্রকাশে অনিচ্ছুক","বাবা-মা চার ছেলে ও তিন মেয়ে রেখে ইন্তেকাল করেন এবং পরে বড় ছেলেও মারা যান। মায়ের নিজস্ব ছয় কাঠা জমির ওপর একটি মার্কেট ছিল, যা মা মৃত্যুর আগে এওয়াজ-বদল দলিলের মাধ্যমে দুই ছেলের নামে হস্তান্তর করেন। এর বদলে ছেলেরা যে জমি মাকে দিয়েছিল, মা তা ছেলেমেয়েদের গৃহশিক্ষকের অজান্তেই তাঁর নামে পাওয়ার অব অ্যাটর্নি (আমমোক্তারনামা) করে দেন। ওই শিক্ষক এই দলিলের কিছুই জানতেন না এবং জমিও কখনো ভোগদখল বা হস্তান্তর করেননি। মা মারা যাওয়ায় সেই আমমোক্তারনামা স্বাভাবিকভাবেই বাতিল হয়ে গেছে। কিন্তু পারিবারিক বিরোধের জেরে ছোট বোন এখন ওই দুই ভাইসহ সম্পূর্ণ নির্দোষ গৃহশিক্ষকের নামেও মামলা ঠুকে দিয়েছে। এই মামলায় অহেতুক জড়ানো গৃহশিক্ষকের আইনি প্রতিকার ও করণীয় কী?",no,,
prot_0084_01,Iftiaq,50,"আমি স্নাতক (সম্মান) শ্রেণীতে অধ্যয়নরত। গত সংসদ নির্বাচনের সময় আমি খুলনা সিটি করপোরেশন থেকে ভোটার হই। কিন্তু নিবন্ধনের সময় ‘জন্মতারিখ’ সম্পর্কিত তথ্যটি দিতে আমি ভুল করি। পরে আমি জানতে পারি, আমার শিক্ষাগত যোগ্যতার সনদপত্রের সঙ্গে জাতীয় পরিচয়পত্রের জন্মতারিখে অমিল থেকে গেছে। এ ভুলের জন্য আমাকে কী সমস্যার সম্মুখীন হতে হবে?","আমি অনার্স শ্রেণীতে পড়াশোনা করছি। গত জাতীয় নির্বাচনের সময় সিটি করপোরেশন এলাকায় ভোটার হিসেবে নাম অন্তর্ভুক্ত করি। কিন্তু ভোটার তালিকায় অসাবধানতাবশত ভুল জন্মতারিখ দিয়ে ফেলি, যার ফলে শিক্ষাগত যোগ্যতার সার্টিফিকেটের সাথে জাতীয় পরিচয়পত্রের (NID) জন্মতারিখে গরমিল দেখা দিয়েছে। এই অমিলের কারণে ভবিষ্যতে কী ধরনের সমস্যা হতে পারে এবং এনআইডির জন্মতারিখ কীভাবে সংশোধন করতে পারি?",yes,,
prot_0084_07,Iftiaq,180,"আমি এক ব্যক্তিকে হ্যান্ডনোটের মাধ্যমে আট লাখ টাকা ধার দিয়েছিলাম। তিনি ওই টাকা ফেরত না দেওয়ার কারণে আমি তাঁর নামে ৪০৬ ও ৪২০ ধারায় মামলা করি। মামলা শুনানি পর্যায়ে পৌঁছালে তিনি তাঁর উকিলের মাধ্যমে ১৫০ টাকার ননজুডিশিয়াল স্ট্যাম্পে আমার সঙ্গে একটা আপসরফা (কপি সংযুক্ত) সম্পাদন করেন, যাতে তাঁকে কিছু টাকা ছাড় দিয়ে কয়েক কিস্তিতে টাকা প্রদানের সুযোগ দেওয়া হয়। ওই আপসরফা দলিলে তাঁর উকিল দুই নম্বর সাক্ষী থাকেন, যা নোটারি করানো হয়। এরপর আপসরফার ভিত্তিতে আমাকে প্রথম কিস্তির টাকা দিলে মামলাটি তুলে নিই। কিন্তু পরবর্তী সময় তিনি আর কোনো টাকা না দেওয়ায় আমি তাঁর বিরুদ্ধে জজ কোর্টে অর্থ আদায়ের মামলা করি। উল্লেখ্য, আমার বিবাদীর উকিল যিনি ওই আপসরফার দুই নম্বর সাক্ষী ছিলেন, তিনি জজ কোর্টে বিবাদীর পক্ষে ওই মামলা পরিচালনা করছেন এবং আমার উকিলের আরজির জবাবে তিনি ওই আপসরফা দলিলে তাঁর মক্কেলের সইয়ের বিষয়টি সম্পূর্ণ অস্বীকার করেছেন। আমার প্রশ্ন, যেহেতু তিনি ওই আপসরফা দলিলের একজন সাক্ষী, সেহেতু তিনি নিজে এ মামলা পরিচালনা করতে পারেন কিনা এবং এটা তাঁর পেশাগত অসদাচরণের মধ্যে পড়ে কিনা? যদি উত্তর ইতিবাচক হয়, তবে এ বিষয়ে তাঁর বিরুদ্ধে আমি কোনো আইনি ব্যবস্থা নিতে পারি কিনা?খোন্দকার আসাদুজ্জামানখুলনা","হ্যান্ডনোটের মাধ্যমে এক ব্যক্তিকে আট লাখ টাকা ধার দিয়েছিলাম। টাকা ফেরত না দেওয়ায় তাঁর বিরুদ্ধে দণ্ডবিধির ৪০৬ ও ৪২০ ধারায় মামলা করি। শুনানিকালে তাঁর আইনজীবীর মধ্যস্থতায় দেড়শত টাকার স্ট্যাম্পে নোটারি করে একটি আপসনামা হয়, যেখানে কিছু ছাড় দিয়ে কিস্তিতে টাকা দেওয়ার শর্তে আপস হয় এবং ওই আইনজীবী নিজে আপস দলিলের ২ নম্বর সাক্ষী হন। প্রথম কিস্তির টাকা পেয়ে আমি মামলা প্রত্যাহার করি। কিন্তু পরবর্তীতে আর কোনো কিস্তি না দেওয়ায় আমি জজ কোর্টে অর্থ জারির মামলা দায়ের করি। বিবাদী পক্ষে সেই সাক্ষী আইনজীবীই ওকালতনামা দাখিল করে মামলা পরিচালনা করছেন এবং জবাবে নিজের মক্কেলের সই অস্বীকার করেছেন। যিনি আপস দলিলের সাক্ষী ছিলেন, তিনি কি আইনত একই মামলায় বিবাদীর আইনজীবী হতে পারেন? এটি বার কাউন্সিলের দৃষ্টিতে পেশাগত অসদাচরণ কি না এবং এর বিরুদ্ধে আমি বার কাউন্সিলে কী প্রতিকার চাইতে পারি?",yes,,
prot_0085_06,Iftiaq,108,"চার বছর ধরে আমার একজন সহকর্মীর সঙ্গে সম্পর্ক তৈরি হয়। আমার সহকর্মী হিন্দু। এই সম্পর্কের মধ্যে তিন বছর আগেই ও আর আমি হিন্দুধর্মমতে বিয়ে করি। আমি নিজেকে ওর স্ত্রী বলে দাবি করি। শাঁখা ও সিঁদুর পরিধান করি। তবে আমি আমার ধর্ম ত্যাগ করিনি। ও নিজেও করেনি। এ সময়ে আমরা দুজন একত্রে এক বাসায় অবস্থান করছি। এখন আমার বাসায় আমার বিয়ের জন্য খুব চাপ দিচ্ছে। আপনার কাছে আমার জিজ্ঞাসা, আমাদের বিয়ে কি আইনগত বৈধ? যদি না হয় তবে নিজেদের ধর্ম ঠিক রেখে আমরা কীভাবে স্বামী-স্ত্রীর মতো আইনত বসবাস করতে পারি? আমি কি হিন্দুধর্ম গ্রহণ করে ওকে বিয়ে করতে পারি? আমার বাড়িতে খুব তাড়াতাড়ি আমার বিয়ের ব্যবস্থা হচ্ছে। জিসা ঢাকা","চার বছর ধরে আমার এক হিন্দু সহকর্মীর সাথে ভালোবাসার সম্পর্ক। প্রায় তিন বছর আগে আমরা সনাতন রীতিতে বিয়ে করি এবং আমি শাঁখা-সিঁদুর পরে নিজেকে তাঁর স্ত্রী দাবি করে একই বাসায় একসাথে বসবাস করছি। কিন্তু আমরা কেউই নিজ নিজ ধর্ম আনুষ্ঠানিকভাবে পরিবর্তন করিনি। বর্তমানে আমার পরিবার থেকে অন্যত্র বিয়ে দেওয়ার জন্য প্রচণ্ড চাপ সৃষ্টি করা হচ্ছে। আমাদের এই ধর্ম না বদলে করা বিয়ে কি দেশের আইনে বৈধ? যদি বৈধ না হয়, তবে নিজেদের ধর্ম অক্ষুণ্ণ রেখে আমরা কীভাবে আইনসিদ্ধভাবে স্বামী-স্ত্রী হিসেবে বসবাস করতে পারি? ধর্ম পরিবর্তন না করে বিশেষ বিবাহ আইনে বিয়ে করার প্রক্রিয়া কী?",yes,,
prot_0087_01,Iftiaq,86,"১০ বছর প্রেম করার পর ২০০৪ সালে আমাদের বিয়ে হয়। বিয়ের শর্ত ছিল, ছয় মাসের মধ্যে তাকে আমার ঘরে আনতে হবে। পারিবারিক সমস্যার কারণে স্ত্রী ঘরে তুলতে পারিনি। কিন্তু তার সঙ্গে আমার সম্পর্ক ভালো ছিল। তার যাবতীয় ভরণপোষণ আমি বহন করেছি। বিয়ের আট মাসের মধ্যে হঠাত্ করে পালিয়ে সে অন্য একটি ছেলেকে বিয়ে করে এবং ওই বিয়ের দিনই আমাকে তালাক দেয়। সাত দিন পর আমি তালাকের চিঠি পাই। আমার প্রশ্ন, ইদ্দতকাল শেষ না হতেই অন্য ছেলেকে সে বিয়ে করল কীভাবে? তার বিবাহ বৈধ হয়েছে কি না","দশ বছর প্রেমের সম্পর্কের পর ২০০৪ সালে আমাদের বিয়ে রেজিস্ট্রি হয়। পারিবারিক ঝামেলার কারণে বিয়ের পর আট মাস স্ত্রীকে ঘরে তুলতে পারিনি, তবে আমাদের যোগাযোগ খুব ভালো ছিল এবং নিয়মিত সব ভরণপোষণ চালিয়ে গেছি। হঠাৎ করে বিয়ের আট মাসের মাথায় সে অন্য এক ছেলের সাথে পালিয়ে গিয়ে বিয়ে করে এবং ঠিক ওইদিনই ডাকযোগে আমাকে তালাকের চিঠি পাঠায় যা আমি সাত দিন বাদে পাই। মুসলিম আইন অনুযায়ী ইদ্দত পালন না করে ডিভোর্সের সাথে সাথেই অন্য কাউকে বিয়ে করা কি আইনত ও ধর্মীয়ভাবে বৈধ? ওই দ্বিতীয় বিয়ের বিরুদ্ধে আমি কি ব্যবস্থা নিতে পারি?",no,,
prot_0088_01,Iftiaq,106,"আমি যখন খুব ছোট, তখন আমার মা মারা যান। নিঃসন্তান ফুফু আমার লালন-পালন করেন। আমি এখন স্নাতক (সম্মান) পাস করেছি। সমস্যা হলো, স্নাতকের সনদপত্রে আমার মায়ের নাম হিসেবে ফুফুর নাম রয়েছে। এ ছাড়া অন্য সব দলিলপত্রে আমার প্রকৃত মায়ের নাম রয়েছে। ভোটার পরিচয়পত্রে আমার মায়ের নাম হিসেবে ফুফুর নামটিই আছে। এ কারণে আমার সনদপত্রে কোনো সমস্যা হবে কি না। আমার পৈতৃক সম্পত্তি ভোগ করার ক্ষেত্রে এটা কোনো বাধা হবে কি না। আমরা দুই ভাই, এক বোন। আমার মায়ের নামের এই ত্রুটির কারণে বড় ভাই আমাকে কোনো সমস্যায় ফেলতে পারবে কি? ভবিষ্যতে আমি সমস্যায় পড়লে কোনো আইনি ব্যবস্থা নিতে পারব কি না। উল্লেখ্য, আমার বাবা জীবিত নেই","শৈশবে মা মারা যাওয়ার পর নিঃসন্তান ফুফুই আমাকে সন্তানের মতো লালন-পালন করেন। সম্প্রতি আমি অনার্স পাস করেছি। সমস্যা হলো, আমার অনার্সের সার্টিফিকেট ও ভোটার আইডিতে মায়ের নামের জায়গায় পালক ফুফুর নাম চলে এসেছে, যদিও বাকি সব একাডেমিক সনদে আসল মায়ের নামই লেখা আছে। বাবা মারা গেছেন এবং পরিবারে আমরা দুই ভাই ও এক বোন। মায়ের নামের এই ভুলের কারণে কি চাকরিক্ষেত্রে বা পৈতৃক সম্পত্তি ভাগাভাগির সময় আমার বড় ভাই কোনো আইনগত বাধা তৈরি করতে পারবে? আর এই অসঙ্গতি দূর করতে কীভাবে সার্টিফিকেট ও জাতীয় পরিচয়পত্রে মায়ের নাম সংশোধন করব?",no,,
