qid,question,positive_chunk_id,provision_id,act_id,domain,lang_tag,provision_title_bn,provision_no_ascii,provision_text_preview,label_source,curation_status,review_status,reviewer,review_notes,selection_round,content_overlap,jaccard
silver_syn_047280c9c310,"War Injuries ক্ষতির টাকা Insurance Fund সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_202_s11,other_202_s11,other_202,other,english,War Injuries Compensation Insurance Fund,11,"(1) The Government shall establish a fund for the purposes of this Act to be called the War Injuries Compensation Insurance Fund into which shall be paid all sums received by the Government by way of insurance premiums under the Scheme or by way of payments made on composition of offences under section 17 or by way of expenses or compensation awarded by a Court under section 545 of theCode of Criminal Procedure, 1898, out of any fine imposed under this Act, or by way of penalties imposed under the Scheme, and out of which shall be paid all sums required for the discharge by the Government of a",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4444,0.0328
silver_syn_4a25de2450e8,Principals and চুক্তিors বিষয়ে কোন আইন প্রযোজ্য হবে?,other_202_s12,other_202_s12,other_202,other,english,Principals and contractors,12,"(1) Where a person (in this section referred to as the principal) uses, in the course of or for the purposes of his trade or business, the services of workmen temporarily lent or let on hire to him by arrangement with another person with whom the workmen have entered into contracts of service or apprenticeship, or in the course of or for the purposes of his trade or business, contracts with any other person for the execution by or under such other person of the whole or any part of any work which is ordinarily part of the trade or business of the principal (either such other person being in th",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.25,0.0164
silver_syn_b6caab862e92,সময় পেরিয়ে যাওয়া of prosecutions বিষয়ে কোন আইন প্রযোজ্য হবে?,other_202_s16,other_202_s16,other_202,other,english,Limitation of prosecutions,16,No prosecution for any offence punishable under this Act shall be instituted against any person except by or with the consent of the Government or an authority authorised in this behalf by the Government.,provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.1667,0.0541
silver_syn_a2ae782cf525,Composition of অপরাধs নিয়ে আইনে কী বলা আছে?,other_202_s17,other_202_s17,other_202,other,english,Composition of offences,17,"Any offence punishable under sub section (2) of section 9 may, either before or after the institution of the prosecution, be compounded by the Government or by any authority authorised in this behalf by the Government on payment for credit to the Fund of such sum as the Government or such authority, as the case may be, thinks fit.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.25,0.0435
silver_syn_6005c6cfc404,"ক্ষতির টাকা payable under the Act by whom and how payable সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_202_s3,other_202_s3,other_202,other,english,Compensation payable under the Act by whom and how payable,3,"(1) There shall, subject to such conditions as may be specified in the Scheme, be payable by an employer, in respect of a war injury sustained by a gainfully occupied person who is a workman to whom this Act applies, compensation, in addition to any relief provided under theWar Injuries Ordinance, 1941, of the amount and kind provided by section 5:Provided that where an employer has taken out a policy of insurance as required by sub section (1) of section 9 and has made all payments by way of premium thereon which are subsequently due from him in accordance with the provisions of the Scheme, o",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0808
silver_syn_b80c449fd7fa,সময় পেরিয়ে যাওয়া on appearance of pleaders বিষয়ে কোন আইন প্রযোজ্য হবে?,other_203_s11,other_203_s11,other_203,other,english,Limitation on appearance of pleaders,11,"(1) In any proceedings before a Special Judge, and in proceedings before a Judge reviewing under section 9 the proceedings of a Special Judge when the reviewing Judge grants permission in this behalf, a person accused of an offence triable under this Ordinance may of right be defended by a pleader, but such pleader shall be a person whose name is entered in a list prepared in this behalf by the Government or who is otherwise approved by the Government.(2) A Special Judge, or a Judge reviewing under section 9 the proceedings of a Special Judge, may appoint a pleader whose name is entered in the",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0465
silver_syn_bd40b54dbcb1,"Special rule of সাক্ষ্যপ্রমাণ সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_203_s12,other_203_s12,other_203,other,english,Special rule of evidence,12,"Notwithstanding anything contained in theEvidence Act, 1872, when the statement of any person has been recorded by any Magistrate, such statement may be admitted in evidence in any trial before a Special Judge, if such person is dead or cannot be found or is incapable of giving evidence.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0682
silver_syn_b9ce6ad268a5,"দরখাস্ত of ordinary law সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_203_s15,other_203_s15,other_203,other,english,Application of ordinary law,15,"The provisions of theCode of Criminal Procedure, 1898, and of any other law for the time being in force in so far as they may be applicable and in so far as they are not inconsistent with the provisions of this Ordinance, shall apply to all matters connected with, arising from, or consequent upon, a trial under this Ordinance.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0577
silver_syn_0684a96064e8,অপরাধs triable under this Ordinance নিয়ে আইনে কী বলা আছে?,other_203_s4,other_203_s4,other_203,other,english,Offences triable under this Ordinance,4,"(1) Any offence punishable under section 3 committed at any time after the 2nd day of September, 1939, whether committed before or after the commencement of this Ordinance, shall be triable under the provisions of this Ordinance.(2) Where a person is charged before a Special Judge with an offence punishable under section 3, he may be charged with and tried at the same trial for any other offence with which he might, under theCode of Criminal Procedure, 1898, be charged at one trial, and the procedure of this Ordinance shall apply to the trial of any such other offence.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4,0.0645
silver_syn_a2d4b8ac27fc,Appointment and কোন আদালত দেখতে পারে of Special Judges নিয়ে আইনে কী বলা আছে?,other_203_s5,other_203_s5,other_203,other,english,Appointment and jurisdiction of Special Judges,5,"(1) For the trial of offences punishable under section 3, the Government may appoint as Special Judges, having jurisdiction throughout Bangladesh, any persons who have acted for a period of not less than two years in the exercise of the powers of a Sessions Judge or an Assistant Sessions Judge under theCode of Criminal Procedure, 1898.(2) A Special Judge shall try any offence punishable under section 3 which the Government by general or special order in writing directs to be tried by him, and may hold his sittings for the trial of any case in any place fixed by the Government.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.375,0.0667
silver_syn_0ad9537a9dbc,"Power to ধরে নিয়ে যাওয়া সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_206_s13D,other_206_s13D,other_206,other,english,Power to arrest,13D,"(1) Any Excise Officer duly empowered by the Board in this behalf may arrest any person whom he has reason to believe to be liable to punishment under this Act.(2) Any person accused or reasonably suspected of committing an offence under this Act or any rules made thereunder, who on demand of any officer duly empowered by the Board in this behalf refuses to give his name and residence, or who gives a name or residence, which such Officer has reason to believe to be false, may be arrested by such officer in order that his name and residence may be ascertained.]",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.1429,0.0303
silver_syn_0f836f3fe921,শাস্তি for connivance at অপরাধs বিষয়ে কোন আইন প্রযোজ্য হবে?,other_206_s17,other_206_s17,other_206,other,english,Punishment for connivance at offences,17,"Any owner or occupier of land or any agent of such owner or occupier in charge of the management of that land, who wilfully connives at any offence against the provisions of this Act or of any rules made thereunder shall for every such offence be punishable with imprisonment for a term which may extend to six months, or with fine which may extend to five hundred Taka, or with both.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2,0.0545
silver_syn_8ff01653a9e3,"Searches and ধরে নিয়ে যাওয়াs how to be made সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_206_s18,other_206_s18,other_206,other,english,Searches and arrests how to be made,18,"All searches made under this Act or any rules made thereunder and all arrests made under this Act shall be carried out in accordance with the provisions of theCode of Criminal Procedure, 1898, relating respectively to searches and arrests made under that Code.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.25,0.1463
silver_syn_c8fb208b8cf5,কোন আদালত দেখতে পারে বিষয়ে নিয়ম কী?,other_206_s29,other_206_s29,other_206,other,english,Jurisdiction,29,"Any offence punishable under section 24 or section 27 may be deemed to have been committed within the limits of the jurisdiction of the Magistrate of any place where the offender is found, or to which, if arrested under section 26 or section 27, he may be brought.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.0,0.0
silver_syn_0fc89b416858,"Option to pay জরিমানা in lieu of confiscation সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_206_s34,other_206_s34,other_206,other,english,Option to pay fine in lieu of confiscation,34,"Wherever confiscation is adjudged under this Act or the rules made thereunder, the officer adjudging it103[may] give the owner of the goods an option to pay in lieu of confiscation such fine as the officer thinks fit in addition to any duty and other charges due in respect of the goods.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4444,0.1522
silver_syn_1e295508c722,উপরের আদালতে যাওয়াs বিষয়ে কোন আইন প্রযোজ্য হবে?,other_206_s35_p0,other_206_s35,other_206,other,english,Appeals,35,"105[(1) Any person aggrieved by any decision or order, other than an order of attachment and sale under section 11, passed by an Excise Officer under this Act or the rules made thereunder may, within three months from the date of such decision or order, appeal therefrom:-(a) where the decision or order has been passed by an Excise Officer not superior in rank to an Additional Commissioner of Excise, to the Commissioner (Appeal); and(b) where the decision or order has been passed by a Commissioner of Excise, Commissioner (Appeal) or an Excise Officer of equivalent rank, to the Appellate Tribuna",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.0,0.0
silver_syn_b51616fd4ae7,"Bar of suits and সময় পেরিয়ে যাওয়া of suits and other legal proceedings সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_206_s40,other_206_s40,other_206,other,english,Bar of suits and limitation of suits and other legal proceedings,40,"(1) No suit shall be brought in any civil Court to set aside or modify any order passed, or any assessment, levy or collection any duty, under this Act.(2) No suit, prosecution, or other legal proceeding shall be instituted for anything done or ordered to be done under this Act after the expiration of six months from the accrual of the cause of action or from the date of the act or order complained of.(3) No suit shall lie against the Government or against any officer of the Government in respect of any order passed in good faith or any act in good faith done or ordered to be done under this A",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3636,0.1029
silver_syn_51627c7cc738,Form and conditions of অনুমতিপত্র নিয়ে আইনে কী বলা আছে?,other_206_s7,other_206_s7,other_206,other,english,Form and conditions of licence,7,"Every licence under section 6 shall be granted for such area, if any, for such period, subject to such restrictions and conditions, and in such form and containing such particulars, as may be prescribed.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4,0.1212
silver_syn_5b6709284dae,Certain অপরাধs to be non-cognizable বিষয়ে কোন আইন প্রযোজ্য হবে?,other_206_s9A,other_206_s9A,other_206,other,english,Certain offences to be non-cognizable,9A,"Notwithstanding anything contained in theCode of Criminal Procedure, 1898(Act V of 1898) offences under section 9 shall be deemed to be non-cognizable within the meaning of that Code.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.5,0.1515
silver_syn_076cac3da17d,Suspension or cancellation of অনুমতিপত্র ক্ষেত্রে আমার কী করা উচিত?,other_207_s6,other_207_s6,other_207,other,english,Suspension or cancellation of licence,6,A licence granted under section 5 may be suspended or cancelled by the authority which granted it-(a) if there is any contravention of any of the provisions of this Act or any breach of the conditions subject to which the licence was granted; or(b) if the institution in respect of which the licence was granted has ceased to fulfil the conditions specified in clauses (a) to (c) of sub section (2) of section 5.,provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4,0.08
silver_syn_0c1e5aa06d5e,চাকরি থেকে বের করে দেওয়া of petition বিষয়ে কোন আইন প্রযোজ্য হবে?,other_20_s13,other_20_s13,other_20,other,english,Dismissal of petition,13,"In case the Court, on the evidence in relation to any such petition, is satisfied that the petitioner's case has not been proved, or is not satisfied that the alleged adultery has been committed,or finds that petitioner has, during the marriage, been accessory to, or conniving at, the going through of the said form of marriage, or the adultery of the other party to the marriage, or has condoned the adultery complained of,or that the petition is presented or prosecuted in collusion with either of the respondents,then and in any of the said cases the Court shall dismiss the petition.When a petit",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.1667,0.0267
silver_syn_33558cc451ff,আদালতের রায়s for dissolution to be nisi নিয়ে আইনে কী বলা আছে?,other_20_s16,other_20_s16,other_20,other,english,Decrees for dissolution to be nisi,16,"Every decree for a dissolution of marriage made by High Court Division, not being a confirmation of a decree of a District Court, shall, in the first instance, be a decree nisi, not to make absolute till after the expiration of such time, not less than six months from the pronouncing thereof, as the High Court Division by general or special order from time to time directs.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3333,0.0962
silver_syn_1032b4fcdaec,Petition for আদালতের রায় of nullity ক্ষেত্রে আমার কী করা উচিত?,other_20_s18,other_20_s18,other_20,other,english,Petition for decree of nullity,18,"Any husband or wife may present a petition to the District Court or to the High Court Division, praying that his or her marriage may be declared null and void.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3333,0.1143
silver_syn_4395aa33f8b2,Grounds of আদালতের রায় নিয়ে আইনে কী বলা আছে?,other_20_s19,other_20_s19,other_20,other,english,Grounds of decree,19,"Such decree may be made on any of the following grounds:-(1) that the respondent was impotent at the time of the marriage and at the time of the institution of the suit;(2) that the parties are within the prohibited degrees of consanguinity (whether natural or legal) or affinity;(3) that either party was a lunatic or idiot at the time of the marriage;(4) that the former husband or wife of either party was living at the time of the marriage, and the marriage with such former husband or wife was then in force.Nothing in this section shall affect the jurisdiction of the High Court Division to mak",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2,0.027
silver_syn_5e55a511f06c,Confirmation of District Judge’s আদালতের রায় ক্ষেত্রে আমার কী করা উচিত?,other_20_s20,other_20_s20,other_20,other,english,Confirmation of District Judge’s decree,20,"Every decree of nullity of marriage made by a District Judge shall be subject to confirmation by the High Court Division, and the provisions of section 17, clauses 1, 2, 3 and 4, shall, mutatis mutandis, apply to such decrees.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.5,0.122
silver_syn_08a7892be1a6,"দরখাস্ত for separation made by petition সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_20_s23,other_20_s23,other_20,other,english,Application for separation made by petition,23,"Application for judicial separation on any one of the grounds aforesaid may be made by either husband or wife by petition to the District Court or the High Court Division; and the Court, on being satisfied of the truth of the statements made in such petition, and that there is no legal ground why the application should not be granted, may decree judicial separation accordingly.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.375,0.098
silver_syn_be5df236b62b,Husband may claim ক্ষতির টাকা from adulterer বিষয়ে কোন আইন প্রযোজ্য হবে?,other_20_s34,other_20_s34,other_20,other,english,Husband may claim damages from adulterer,34,"Any husband may, either in a petition for dissolution of marriage or for judicial separation, or in a petition to the District Court or the High Court Division limited to such object only, claim damages from any person on the ground of his having committed adultery with the wife of such petitioner.Such petition shall be served on the alleged adulterer and the wife unless the Court dispenses with such service, or directs some other service to be substituted.The damages to be recovered on any such petition shall be ascertained by the said Court, although the respondents or either of them may not",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.5,0.0658
silver_syn_40b7ec49da48,Suits by অপ্রাপ্তবয়স্ক ছেলেমেয়েs ক্ষেত্রে আমার কী করা উচিত?,other_20_s49,other_20_s49,other_20,other,english,Suits by minors,49,"Where the petitioner is a minor, he or she shall sue by his or her next friend to be approved by the Court; and no petition presented by a minor under this Act shall be filed until the next friend has undertaken in writing to be answerable for costs.Such undertaking shall be filed in Court, and the next friend shall thereupon be liable in the same manner and to the same extent as if he were a plaintiff in an ordinary suit.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2,0.0339
silver_syn_1b17b7ff79cc,"Mode of taking সাক্ষ্যপ্রমাণ সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_20_s51,other_20_s51,other_20,other,english,Mode of taking evidence,51,"The witnesses in all proceedings before the Court, where their attendance can be had, shall be examined orally, and any party may offer himself or herself as a witness, and shall be examined and may be cross-examined and re-examined, like any other witness:Provided that the parties shall be at liberty to verify their respective cases in whole or in part by affidavit, but so that the deponent in every such affidavit shall, on the application of the opposite party, or by direction of the Court, be subject to be cross-examined by or on behalf of the opposite party orally, and after such cross-exa",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0417
silver_syn_b35c8edd5694,Enforcement of and উপরের আদালতে যাওয়াs from orders and আদালতের রায়s No appeal as to costs ক্ষেত্রে আমার কী করা উচিত?,other_20_s55,other_20_s55,other_20,other,english,Enforcement of and appeals from orders and decrees No appeal as to costs,55,"All decrees and orders made by the Court in any suit or proceeding under this Act shall be enforced and may be appealed from, in the like manner as the decrees and orders of the Court made in the exercise of its original civil jurisdiction are enforced and may be appealed from under the laws, rules and orders for the time being in force:Provided that there shall be no appeal from a decree of a District Judge for dissolution of marriage or of nullity of marriage, nor from the order of the High Court Division confirming or refusing to confirm such decree:Provided also that there shall be no appe",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3636,0.1316
silver_syn_bb4007e8b7a7,উপরের আদালতে যাওয়া to Appellate Division of the Supreme Court নিয়ে আইনে কী বলা আছে?,other_20_s56,other_20_s56,other_20,other,english,Appeal to Appellate Division of the Supreme Court,56,"Any person may appeal to the Appellate Division of the Supreme Court from any decree (other than a decree nisi) or order under this Act of a High Court Division made on appeal or otherwise,and from any decree (other than a decree nisi) or order made in the exercise of original jurisdiction by Judges of High Court Division or of any Division Court from which an appeal shall not lie to the High Court Division,When the High Court Division declares that the case is a fit one for appeal to the Appellate Division of the Supreme Court.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4444,0.1296
silver_syn_31bb56645c45,"Extraordinary কোন আদালত দেখতে পারে of High Court Division সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_20_s8,other_20_s8,other_20,other,english,Extraordinary jurisdiction of High Court Division,8,"The High Court Division may, whenever it thinks fit, remove and try and determine as a Court of original jurisdiction any suit or proceeding instituted under this Act in the Court of any District Judge within the limits of its jurisdiction under the Act.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3636,0.1163
silver_syn_1350017b36ea,উপরের আদালতে যাওয়াs বিষয়ে নিয়ম কী?,other_211_s11,other_211_s11,other_211,other,english,Appeals,11,"(1) The Government or any person who has shown cause under section 4 or section 6 or has made an objection under section 4 or has made an application under section 8 or section 9, if aggrieved by any order of the District Judge under any of the foregoing provisions of this Ordinance, may appeal to the High Court Division within thirty days from the date on which the order complained against was passed.(2) Upon any appeal under this section the High Court Division may, after giving such parties as it thinks proper an opportunity of being heard, pass such orders as it thinks fit.(3) Until an app",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.0,0.0
silver_syn_fe1d0652fa2c,"দরখাস্ত for attachment of property সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_211_s3,other_211_s3,other_211,other,english,Application for attachment of property,3,"(1) Where the Government has reason to believe that any person has committed (whether after the commencement of this Ordinance or not) any scheduled offence, the Government may, whether or not any Court has taken cognizance of the offence, authorise the making of an application to the District Judge within the local limits of whose jurisdiction the said person ordinarily resides or carries on his business, for the attachment under this Ordinance of the money or other property which the Government believes the said person to have procured by means of the offence, or if such money or other prope",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0317
silver_syn_d36291eda25c,"তদন্ত of objections to attachment সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_211_s5,other_211_s5,other_211,other,english,Investigation of objections to attachment,5,"(1) If no cause is shown and no objections are made under section 4 on or before the specified date, the District Judge shall forthwith pass an order making the ad interim order of attachment absolute.(2) If cause is shown or any objections are made as aforesaid, the District Judge shall proceed to investigate the same, and in so doing, as regards the examination of the parties and in all other respects he shall, subject to the provisions of this Ordinance, follow the procedure and exercise all the powers of a Court in hearing a suit under theCode of Civil Procedure, 1908; and any person makin",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0317
silver_syn_b3076e652d53,Power to exempt from দরখাস্ত of Act ক্ষেত্রে আমার কী করা উচিত?,other_216_s10,other_216_s10,other_216,other,english,Power to exempt from application of Act,10,"The Government may by order declare that any or all of the provisions of this Act or the orders made thereunder shall not apply, or shall apply only with such modifications or subject to such conditions as may be specified, to or in relation to any individual foreigner or any class or description of foreigner.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.5,0.1304
silver_syn_640804fd7c2e,"দরখাস্ত of other laws not barred সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_216_s16,other_216_s16,other_216,other,english,Application of other laws not barred,16,"The Provisions of this Act shall be in addition to, and not in derogation of, the provisions of theRegistration of Foreigners Act, 1939, thePassport Act, 1920, and of any other enactment for the time being in force.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.1429
silver_syn_cb8c6e6e9563,অপরাধs under sections 161 and 165 of the Penal Code to be যে অপরাধে পুলিশ নিজেই ধরতে পারেs নিয়ে আইনে কী বলা আছে?,other_217_s3,other_217_s3,other_217,other,english,Offences under sections 161 and 165 of the Penal Code to be cognizable offences,3,"An offence punishable under section 161, 162, 163, 164, 165 or 165-A of the Penal Code shall be deemed to be a cognizable offence for the purposes of theCode of Criminal Procedure, 1898, notwithstanding anything to the contrary contained therein.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3846,0.234
silver_syn_0eddfac805b0,কার কাছে থাকবে of securities ক্ষেত্রে আমার কী করা উচিত?,other_218_s14,other_218_s14,other_218,other,english,Custody of securities,14,"(1) The Government may, by notification in the official Gazette, order every person by whom or on whose behalf a security or document of title to a security specified in the order is held in Bangladesh to cause the said security or document of title to be kept in the custody of an authorised depository named in the order:Provided that the Bangladesh Bank may by order in writing permit any such security to be withdrawn from the custody of the authorised depository subject to such conditions as may be specified in the order.(2) No authorised depository may part with any security covered by an or",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.1667,0.0156
silver_syn_0a74725c8d27,"সরকার জমি নিয়ে নেওয়া by Government of foreign securities সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_218_s16_p0,other_218_s16,other_218,other,english,Acquisition by Government of foreign securities,16,"(1) Subject to any exemptions that may be contained in the notification, the Government may, if it is of opinion that it is expedient so to do for the purpose of strengthening its foreign exchange position by notification in theofficial Gazette,-(a) order the transfer to itself of any foreign securities specified in the notification at a price so specified, being a price which is, in the opinion of the Government no less than the market value of the securities on the date of the notification, or(b) direct the owner of any foreign securities specified in the notification, to sell or procure the",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3,0.0455
silver_syn_852d5bf6ffdf,সরকার জমি নিয়ে নেওয়া by Government of foreign exchange নিয়ে আইনে কী বলা আছে?,other_218_s9,other_218_s9,other_218,other,english,Acquisition by Government of foreign exchange,9,"The Government may, by notification in the official Gazette, order every person in, or resident in, Bangladesh-(a) who owns such foreign exchange as may be specified in the notification, to offer it, or cause it to be offered for sale to the Bangladesh Bank on behalf of the Government or to such person, as the Bangladesh Bank may authorise for the purpose, at such price as the Government may fix, being a price which is in the opinion of the Government not less than the market rate of the foreign exchange when it is offered for sale;(b) who is entitled to assign any right to receive such foreig",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.375,0.0543
silver_syn_70d5f0dfd006,Refund of fee paid on memorandum of উপরের আদালতে যাওয়া নিয়ে আইনে কী বলা আছে?,other_21_s13,other_21_s13,other_21,other,english,Refund of fee paid on memorandum of appeal,13,"If an appeal or plaint, which has been rejected by the lower Court on any of the grounds mentioned in theCode of Civil Procedure, 1908, is ordered to be received, or if a suit is remanded in appeal, on any of the grounds mentioned in Order XLI, Rule 23 of the First Schedule to the said Code for a second decision by the lower Court, the Appellate Court shall grant to the appellant a certificate, authorizing him to receive back from the Collector the full amount of fee paid on the memorandum of appeal:Provided that if, in the case of a remand in appeal, the order of remand shall not cover the wh",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4444,0.0652
silver_syn_a9ba99b6afaf,হাইকোর্টে সরাসরি আবেদনten examinations of complainants ক্ষেত্রে আমার কী করা উচিত?,other_21_s18,other_21_s18,other_21,other,english,Written examinations of complainants,18,"When the first or only examination of a person who complains of the offence of wrongful confinement, or of wrongful restraint, or of any offence other than an offence for which police-officers may arrest without a warrant, and who has not already presented a petition on which a fee has been levied -under this Act, is reduced to writing under the provisions of theCode of Criminal Procedure, 1898, the complainant shall pay a fee of15[fifty paisa] unless the Court thinks fit to remit such payment.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0411
silver_syn_410c370f85a6,"তদন্ত to ascertain proper valuation সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_21_s8D,other_21_s8D,other_21,other,english,Investigation to ascertain proper valuation,8D,"(1) For the purpose of an inquiry under section 8C the Court may depute, or issue a commission to , any suitable person to make such local or other investigation as may be necessary and to report thereon to the Court. Such report and any evidence recorded by such person shall be evidence in the inquiry.(2) The Court may, from time to time, direct such party to the suit as it thinks fit to deposit such sum as the Court thinks reasonable as the costs of the inquiry, and if the costs are not deposited within such time as the Court shall fix, may, notwithstanding anything contained in any other Ac",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.375,0.0513
silver_syn_f26f3e911aa1,"Issue of নোটিশ for assessment সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",other_220_s11,other_220_s11,other_220,other,english,Issue of notice for assessment,11,"(1) The Income-tax Officer may, for the purposes of this Act, require any person whom he believes to be engaged in any business to which this Act applies, or to have been so engaged during any chargeable accounting period, or to be otherwise liable to pay business profits tax, to furnish within such period, not being less than forty-five days from the date of the service of the notice, as may be specified in the notice, a return in the prescribed form and verified in the prescribed manner setting forth (along with such other particulars as may be provided for in the notice) with respect to any",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.036
